structure,label,number_of_atoms,fermi_energy_eV,energy_absolute_eV,energy_minus_fermi_eV,dos_states_per_eV_per_atom
vacancy_O1,O1 vacancy,79,5.07772885,-8.714,-13.79172885,5.62836582278481
vacancy_O1,O1 vacancy,79,5.07772885,-8.6001,-13.67782885,4.371269620253165
vacancy_O1,O1 vacancy,79,5.07772885,-8.4861,-13.56382885,2.986546835443038
vacancy_O1,O1 vacancy,79,5.07772885,-8.3722,-13.44992885,1.5365683544303799
vacancy_O1,O1 vacancy,79,5.07772885,-8.2582,-13.33592885,1.0761987341772152
vacancy_O1,O1 vacancy,79,5.07772885,-8.1443,-13.22202885,0.9354405063291139
vacancy_O1,O1 vacancy,79,5.07772885,-8.0303,-13.10802885,0.8887987341772152
vacancy_O1,O1 vacancy,79,5.07772885,-7.9164,-12.99412885,0.8473481012658228
vacancy_O1,O1 vacancy,79,5.07772885,-7.8024,-12.880128849999998,0.5318582278481013
vacancy_O1,O1 vacancy,79,5.07772885,-7.6884,-12.76612885,0.1348253164556962
vacancy_O1,O1 vacancy,79,5.07772885,-7.5745,-12.65222885,0.009164556962025316
vacancy_O1,O1 vacancy,79,5.07772885,-7.4605,-12.53822885,0.00011139240506329114
vacancy_O1,O1 vacancy,79,5.07772885,-7.3466,-12.424328849999998,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-7.2326,-12.31032885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-7.1187,-12.19642885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-7.0047,-12.08242885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-6.8908,-11.968528849999998,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-6.7768,-11.85452885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-6.6629,-11.74062885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-6.5489,-11.62662885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-6.435,-11.512728849999998,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-6.321,-11.39872885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-6.2071,-11.28482885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-6.0931,-11.17082885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-5.9792,-11.056928849999998,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-5.8652,-10.94292885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-5.7513,-10.82902885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-5.6373,-10.71502885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-5.5234,-10.601128849999998,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-5.4094,-10.48712885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-5.2955,-10.37322885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-5.1815,-10.25922885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-5.0676,-10.145328849999999,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-4.9536,-10.03132885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-4.8397,-9.91742885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-4.7257,-9.80342885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-4.6117,-9.689428849999999,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-4.4978,-9.57552885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-4.3838,-9.46152885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-4.2699,-9.34762885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-4.1559,-9.233628849999999,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-4.042,-9.11972885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-3.928,-9.00572885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-3.8141,-8.89182885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-3.7001,-8.777828849999999,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-3.5862,-8.66392885,0.0
vacancy_O1,O1 vacancy,79,5.07772885,-3.4722,-8.54992885,2.0253164556962028e-05
vacancy_O1,O1 vacancy,79,5.07772885,-3.3583,-8.43602885,0.0017518987341772151
vacancy_O1,O1 vacancy,79,5.07772885,-3.2443,-8.322028849999999,0.023415189873417723
vacancy_O1,O1 vacancy,79,5.07772885,-3.1304,-8.20812885,0.08590886075949368
vacancy_O1,O1 vacancy,79,5.07772885,-3.0164,-8.09412885,0.15861518987341772
vacancy_O1,O1 vacancy,79,5.07772885,-2.9025,-7.98022885,0.24316582278481014
vacancy_O1,O1 vacancy,79,5.07772885,-2.7885,-7.86622885,0.29274430379746835
vacancy_O1,O1 vacancy,79,5.07772885,-2.6746,-7.75232885,0.3402139240506329
vacancy_O1,O1 vacancy,79,5.07772885,-2.5606,-7.63832885,0.374946835443038
vacancy_O1,O1 vacancy,79,5.07772885,-2.4467,-7.52442885,0.373253164556962
vacancy_O1,O1 vacancy,79,5.07772885,-2.3327,-7.41042885,0.42582911392405065
vacancy_O1,O1 vacancy,79,5.07772885,-2.2188,-7.29652885,0.4768151898734177
vacancy_O1,O1 vacancy,79,5.07772885,-2.1048,-7.18252885,0.4540810126582278
vacancy_O1,O1 vacancy,79,5.07772885,-1.9909,-7.06862885,0.37742784810126584
vacancy_O1,O1 vacancy,79,5.07772885,-1.8769,-6.95462885,0.3701341772151899
vacancy_O1,O1 vacancy,79,5.07772885,-1.7629,-6.84062885,0.34907974683544307
vacancy_O1,O1 vacancy,79,5.07772885,-1.649,-6.72672885,0.2792177215189873
vacancy_O1,O1 vacancy,79,5.07772885,-1.535,-6.61272885,0.26598227848101264
vacancy_O1,O1 vacancy,79,5.07772885,-1.4211,-6.49882885,0.28793291139240507
vacancy_O1,O1 vacancy,79,5.07772885,-1.3071,-6.38482885,0.2675215189873418
vacancy_O1,O1 vacancy,79,5.07772885,-1.1932,-6.27092885,0.30253924050632913
vacancy_O1,O1 vacancy,79,5.07772885,-1.0792,-6.15692885,0.284173417721519
vacancy_O1,O1 vacancy,79,5.07772885,-0.9653,-6.04302885,0.32536582278481013
vacancy_O1,O1 vacancy,79,5.07772885,-0.8513,-5.92902885,0.3709227848101266
vacancy_O1,O1 vacancy,79,5.07772885,-0.7374,-5.81512885,0.32803544303797466
vacancy_O1,O1 vacancy,79,5.07772885,-0.6234,-5.70112885,0.31972784810126587
vacancy_O1,O1 vacancy,79,5.07772885,-0.5095,-5.58722885,0.331846835443038
vacancy_O1,O1 vacancy,79,5.07772885,-0.3955,-5.47322885,0.35148987341772153
vacancy_O1,O1 vacancy,79,5.07772885,-0.2816,-5.35932885,0.36754810126582277
vacancy_O1,O1 vacancy,79,5.07772885,-0.1676,-5.24532885,0.4236025316455696
vacancy_O1,O1 vacancy,79,5.07772885,-0.0537,-5.13142885,0.4786544303797468
vacancy_O1,O1 vacancy,79,5.07772885,0.0603,-5.01742885,0.49592784810126583
vacancy_O1,O1 vacancy,79,5.07772885,0.1742,-4.90352885,0.5283594936708861
vacancy_O1,O1 vacancy,79,5.07772885,0.2882,-4.78952885,0.5784569620253164
vacancy_O1,O1 vacancy,79,5.07772885,0.4021,-4.67562885,0.5572708860759493
vacancy_O1,O1 vacancy,79,5.07772885,0.5161,-4.56162885,0.5647405063291139
vacancy_O1,O1 vacancy,79,5.07772885,0.63,-4.44772885,0.5666607594936709
vacancy_O1,O1 vacancy,79,5.07772885,0.744,-4.33372885,0.5596746835443038
vacancy_O1,O1 vacancy,79,5.07772885,0.8579,-4.21982885,0.568320253164557
vacancy_O1,O1 vacancy,79,5.07772885,0.9719,-4.10582885,0.6019924050632911
vacancy_O1,O1 vacancy,79,5.07772885,1.0859,-3.9918288499999997,0.6279392405063291
vacancy_O1,O1 vacancy,79,5.07772885,1.1998,-3.87792885,0.6017772151898734
vacancy_O1,O1 vacancy,79,5.07772885,1.3138,-3.7639288499999997,0.5626379746835443
vacancy_O1,O1 vacancy,79,5.07772885,1.4277,-3.65002885,0.6244607594936709
vacancy_O1,O1 vacancy,79,5.07772885,1.5417,-3.5360288499999997,0.7453708860759494
vacancy_O1,O1 vacancy,79,5.07772885,1.6556,-3.42212885,0.738986075949367
vacancy_O1,O1 vacancy,79,5.07772885,1.7696,-3.3081288499999997,0.6597544303797469
vacancy_O1,O1 vacancy,79,5.07772885,1.8835,-3.19422885,0.6309784810126582
vacancy_O1,O1 vacancy,79,5.07772885,1.9975,-3.0802288499999997,0.5347101265822785
vacancy_O1,O1 vacancy,79,5.07772885,2.1114,-2.9663288499999996,0.45948734177215195
vacancy_O1,O1 vacancy,79,5.07772885,2.2254,-2.8523288499999997,0.542506329113924
vacancy_O1,O1 vacancy,79,5.07772885,2.3393,-2.7384288499999996,0.7392658227848101
vacancy_O1,O1 vacancy,79,5.07772885,2.4533,-2.6244288499999997,0.7966708860759494
vacancy_O1,O1 vacancy,79,5.07772885,2.5672,-2.5105288499999996,0.8143151898734177
vacancy_O1,O1 vacancy,79,5.07772885,2.6812,-2.3965288499999997,0.8664303797468353
vacancy_O1,O1 vacancy,79,5.07772885,2.7951,-2.2826288499999996,0.9728556962025315
vacancy_O1,O1 vacancy,79,5.07772885,2.9091,-2.1686288499999997,1.0094316455696202
vacancy_O1,O1 vacancy,79,5.07772885,3.023,-2.0547288499999996,0.9878417721518988
vacancy_O1,O1 vacancy,79,5.07772885,3.137,-1.9407288499999997,1.0010974683544303
vacancy_O1,O1 vacancy,79,5.07772885,3.2509,-1.8268288499999996,0.9035227848101265
vacancy_O1,O1 vacancy,79,5.07772885,3.3649,-1.7128288499999997,0.6548962025316456
vacancy_O1,O1 vacancy,79,5.07772885,3.4788,-1.5989288499999996,0.45404810126582273
vacancy_O1,O1 vacancy,79,5.07772885,3.5928,-1.4849288499999997,0.4126379746835443
vacancy_O1,O1 vacancy,79,5.07772885,3.7067,-1.3710288499999996,0.38904556962025316
vacancy_O1,O1 vacancy,79,5.07772885,3.8207,-1.2570288499999998,0.20328227848101266
vacancy_O1,O1 vacancy,79,5.07772885,3.9346,-1.1431288499999996,0.036932911392405066
vacancy_O1,O1 vacancy,79,5.07772885,4.0486,-1.0291288499999993,0.0027860759493670887
vacancy_O1,O1 vacancy,79,5.07772885,4.1626,-0.9151288499999994,0.010284810126582278
vacancy_O1,O1 vacancy,79,5.07772885,4.2765,-0.8012288499999993,0.042710126582278476
vacancy_O1,O1 vacancy,79,5.07772885,4.3905,-0.6872288499999994,0.05372784810126583
vacancy_O1,O1 vacancy,79,5.07772885,4.5044,-0.5733288499999993,0.05152151898734177
vacancy_O1,O1 vacancy,79,5.07772885,4.6184,-0.45932884999999946,0.04711898734177215
vacancy_O1,O1 vacancy,79,5.07772885,4.7323,-0.34542884999999934,0.014517721518987342
vacancy_O1,O1 vacancy,79,5.07772885,4.8463,-0.23142884999999946,0.0009139240506329114
vacancy_O1,O1 vacancy,79,5.07772885,4.9602,-0.11752884999999935,6.329113924050633e-06
vacancy_O1,O1 vacancy,79,5.07772885,5.0742,-0.0035288499999994727,0.0
vacancy_O1,O1 vacancy,79,5.07772885,5.1881,0.11037115000000064,0.0
vacancy_O1,O1 vacancy,79,5.07772885,5.3021,0.22437115000000052,0.0
vacancy_O1,O1 vacancy,79,5.07772885,5.416,0.33827115000000063,0.0
vacancy_O1,O1 vacancy,79,5.07772885,5.53,0.4522711500000005,0.0
vacancy_O1,O1 vacancy,79,5.07772885,5.6439,0.5661711500000006,0.0
vacancy_O1,O1 vacancy,79,5.07772885,5.7579,0.6801711500000005,0.0
vacancy_O1,O1 vacancy,79,5.07772885,5.8718,0.7940711500000006,0.0
vacancy_O1,O1 vacancy,79,5.07772885,5.9858,0.9080711500000005,0.0
vacancy_O1,O1 vacancy,79,5.07772885,6.0997,1.0219711500000006,8.860759493670886e-06
vacancy_O1,O1 vacancy,79,5.07772885,6.2137,1.1359711500000005,0.000440506329113924
vacancy_O1,O1 vacancy,79,5.07772885,6.3276,1.2498711500000006,0.0022417721518987344
vacancy_O1,O1 vacancy,79,5.07772885,6.4416,1.3638711500000005,0.002388607594936709
vacancy_O1,O1 vacancy,79,5.07772885,6.5555,1.4777711500000006,0.006927848101265823
vacancy_O1,O1 vacancy,79,5.07772885,6.6695,1.5917711500000005,0.014641772151898736
vacancy_O1,O1 vacancy,79,5.07772885,6.7834,1.7056711500000006,0.01630759493670886
vacancy_O1,O1 vacancy,79,5.07772885,6.8974,1.8196711500000005,0.01881898734177215
vacancy_O1,O1 vacancy,79,5.07772885,7.0114,1.9336711500000003,0.022910126582278482
vacancy_O1,O1 vacancy,79,5.07772885,7.1253,2.0475711500000005,0.017444303797468357
vacancy_O1,O1 vacancy,79,5.07772885,7.2393,2.1615711500000003,0.018593670886075952
vacancy_O1,O1 vacancy,79,5.07772885,7.3532,2.2754711500000004,0.041318987341772154
vacancy_O1,O1 vacancy,79,5.07772885,7.4672,2.3894711500000003,0.05294430379746835
vacancy_O1,O1 vacancy,79,5.07772885,7.5811,2.5033711500000004,0.06416075949367088
vacancy_O1,O1 vacancy,79,5.07772885,7.6951,2.6173711500000003,0.05920126582278481
vacancy_O1,O1 vacancy,79,5.07772885,7.809,2.7312711500000004,0.05767721518987341
vacancy_O1,O1 vacancy,79,5.07772885,7.923,2.8452711500000003,0.059374683544303794
vacancy_O1,O1 vacancy,79,5.07772885,8.0369,2.9591711499999995,0.05597215189873418
vacancy_O1,O1 vacancy,79,5.07772885,8.1509,3.0731711500000003,0.08565696202531645
vacancy_O1,O1 vacancy,79,5.07772885,8.2648,3.1870711499999995,0.07273164556962025
vacancy_O1,O1 vacancy,79,5.07772885,8.3788,3.3010711500000003,0.06309113924050633
vacancy_O1,O1 vacancy,79,5.07772885,8.4927,3.4149711499999995,0.09246455696202532
vacancy_O1,O1 vacancy,79,5.07772885,8.6067,3.5289711500000003,0.11794303797468356
vacancy_O1,O1 vacancy,79,5.07772885,8.7206,3.6428711499999995,0.10650759493670886
vacancy_O1,O1 vacancy,79,5.07772885,8.8346,3.7568711500000003,0.08357341772151898
vacancy_O1,O1 vacancy,79,5.07772885,8.9485,3.8707711499999995,0.0853126582278481
vacancy_O1,O1 vacancy,79,5.07772885,9.0625,3.9847711500000003,0.11361392405063292
vacancy_O1,O1 vacancy,79,5.07772885,9.1764,4.0986711499999995,0.12192911392405063
vacancy_O1,O1 vacancy,79,5.07772885,9.2904,4.21267115,0.14981518987341771
vacancy_O1,O1 vacancy,79,5.07772885,9.4043,4.3265711499999995,0.20894683544303796
vacancy_O1,O1 vacancy,79,5.07772885,9.5183,4.44057115,0.23713164556962024
vacancy_O1,O1 vacancy,79,5.07772885,9.6322,4.5544711499999995,0.25087468354430376
vacancy_O1,O1 vacancy,79,5.07772885,9.7462,4.66847115,0.28793924050632913
vacancy_O1,O1 vacancy,79,5.07772885,9.8601,4.7823711499999995,0.27887721518987346
vacancy_O1,O1 vacancy,79,5.07772885,9.9741,4.89637115,0.2887367088607595
vacancy_O1,O1 vacancy,79,5.07772885,10.0881,5.010371150000001,0.2926253164556962
vacancy_O1,O1 vacancy,79,5.07772885,10.202,5.12427115,0.3262620253164557
vacancy_O1,O1 vacancy,79,5.07772885,10.316,5.238271150000001,0.3150746835443038
vacancy_O1,O1 vacancy,79,5.07772885,10.4299,5.35217115,0.33719113924050637
vacancy_O1,O1 vacancy,79,5.07772885,10.5439,5.466171150000001,0.3366518987341772
vacancy_O1,O1 vacancy,79,5.07772885,10.6578,5.58007115,0.28110506329113927
vacancy_O1,O1 vacancy,79,5.07772885,10.7718,5.694071150000001,0.25421645569620255
vacancy_O1,O1 vacancy,79,5.07772885,10.8857,5.80797115,0.26666329113924053
vacancy_O1,O1 vacancy,79,5.07772885,10.9997,5.921971150000001,0.2691493670886076
vacancy_O1,O1 vacancy,79,5.07772885,11.1136,6.03587115,0.31371518987341773
vacancy_O1,O1 vacancy,79,5.07772885,11.2276,6.149871150000001,0.3350278481012658
vacancy_O1,O1 vacancy,79,5.07772885,11.3415,6.26377115,0.3121405063291139
vacancy_O1,O1 vacancy,79,5.07772885,11.4555,6.377771150000001,0.31954556962025316
vacancy_O1,O1 vacancy,79,5.07772885,11.5694,6.49167115,0.31146075949367086
vacancy_O1,O1 vacancy,79,5.07772885,11.6834,6.605671150000001,0.28125443037974684
vacancy_O1,O1 vacancy,79,5.07772885,11.7973,6.71957115,0.22368227848101266
vacancy_O1,O1 vacancy,79,5.07772885,11.9113,6.833571150000001,0.1821620253164557
vacancy_O1,O1 vacancy,79,5.07772885,12.0252,6.94747115,0.19647215189873418
vacancy_O1,O1 vacancy,79,5.07772885,12.1392,7.061471150000001,0.27578607594936705
vacancy_O1,O1 vacancy,79,5.07772885,12.2531,7.17537115,0.30885822784810124
vacancy_O1,O1 vacancy,79,5.07772885,12.3671,7.289371150000001,0.32659367088607594
vacancy_O1,O1 vacancy,79,5.07772885,12.481,7.40327115,0.34949873417721516
vacancy_O1,O1 vacancy,79,5.07772885,12.595,7.517271150000001,0.34389873417721517
vacancy_O1,O1 vacancy,79,5.07772885,12.7089,7.63117115,0.2853405063291139
vacancy_O1,O1 vacancy,79,5.07772885,12.8229,7.745171150000001,0.29390506329113925
vacancy_O1,O1 vacancy,79,5.07772885,12.9369,7.85917115,0.3280670886075949
vacancy_O1,O1 vacancy,79,5.07772885,13.0508,7.973071150000001,0.2850278481012658
vacancy_O1,O1 vacancy,79,5.07772885,13.1648,8.08707115,0.2741329113924051
vacancy_O1,O1 vacancy,79,5.07772885,13.2787,8.20097115,0.3115594936708861
vacancy_O1,O1 vacancy,79,5.07772885,13.3927,8.31497115,0.34829620253164556
vacancy_O1,O1 vacancy,79,5.07772885,13.5066,8.42887115,0.3842594936708861
vacancy_O1,O1 vacancy,79,5.07772885,13.6206,8.54287115,0.3452835443037975
vacancy_O1,O1 vacancy,79,5.07772885,13.7345,8.65677115,0.33749240506329115
vacancy_O1,O1 vacancy,79,5.07772885,13.8485,8.77077115,0.3376822784810127
vacancy_O1,O1 vacancy,79,5.07772885,13.9624,8.88467115,0.3097645569620253
vacancy_O1,O1 vacancy,79,5.07772885,14.0764,8.99867115,0.2752759493670886
vacancy_O1,O1 vacancy,79,5.07772885,14.1903,9.11257115,0.26423164556962025
vacancy_O1,O1 vacancy,79,5.07772885,14.3043,9.22657115,0.27060253164556963
vacancy_O1,O1 vacancy,79,5.07772885,14.4182,9.34047115,0.31317341772151897
vacancy_O1,O1 vacancy,79,5.07772885,14.5322,9.45447115,0.2964189873417722
vacancy_O1,O1 vacancy,79,5.07772885,14.6461,9.56837115,0.29615189873417724
vacancy_O1,O1 vacancy,79,5.07772885,14.7601,9.68237115,0.3190835443037975
vacancy_O1,O1 vacancy,79,5.07772885,14.874,9.79627115,0.3668088607594937
vacancy_O1,O1 vacancy,79,5.07772885,14.988,9.91027115,0.3776253164556962
vacancy_O1,O1 vacancy,79,5.07772885,15.1019,10.02417115,0.36897215189873417
vacancy_O1,O1 vacancy,79,5.07772885,15.2159,10.13817115,0.3737860759493671
vacancy_O1,O1 vacancy,79,5.07772885,15.3298,10.25207115,0.34269620253164557
vacancy_O1,O1 vacancy,79,5.07772885,15.4438,10.36607115,0.26631645569620255
vacancy_O1,O1 vacancy,79,5.07772885,15.5577,10.47997115,0.20640506329113925
vacancy_O1,O1 vacancy,79,5.07772885,15.6717,10.59397115,0.16025822784810126
vacancy_O1,O1 vacancy,79,5.07772885,15.7856,10.70787115,0.11691645569620253
vacancy_O1,O1 vacancy,79,5.07772885,15.8996,10.82187115,0.05249113924050633
vacancy_O1,O1 vacancy,79,5.07772885,16.0136,10.93587115,0.0144873417721519
vacancy_O1,O1 vacancy,79,5.07772885,16.1275,11.049771150000002,0.0018227848101265822
vacancy_O1,O1 vacancy,79,5.07772885,16.2415,11.163771149999999,4.0506329113924056e-05
vacancy_O1,O1 vacancy,79,5.07772885,16.3554,11.27767115,0.0
vacancy_O1,O1 vacancy,79,5.07772885,16.4694,11.39167115,0.0
vacancy_O1,O1 vacancy,79,5.07772885,16.5833,11.505571150000002,0.0
vacancy_O1,O1 vacancy,79,5.07772885,16.6973,11.619571149999999,0.0
vacancy_O1,O1 vacancy,79,5.07772885,16.8112,11.73347115,0.0
vacancy_O1,O1 vacancy,79,5.07772885,16.9252,11.84747115,0.0
vacancy_O1,O1 vacancy,79,5.07772885,17.0391,11.961371150000002,0.0
vacancy_O1,O1 vacancy,79,5.07772885,17.1531,12.075371149999999,0.0
vacancy_O1,O1 vacancy,79,5.07772885,17.267,12.18927115,0.0
vacancy_O1,O1 vacancy,79,5.07772885,17.381,12.30327115,0.0
vacancy_O1,O1 vacancy,79,5.07772885,17.4949,12.417171150000001,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-16.6638,-22.265031559999997,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-16.5502,-22.15143156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-16.4366,-22.03783156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-16.323,-21.924231560000003,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-16.2094,-21.810631559999997,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-16.0959,-21.697131560000003,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-15.9823,-21.58353156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-15.8687,-21.46993156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-15.7551,-21.35633156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-15.6416,-21.24283156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-15.528,-21.12923156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-15.4144,-21.015631560000003,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-15.3008,-20.90203156,3.291139240506329e-05
vacancy_O2,O2 vacancy,79,5.60123156,-15.1872,-20.78843156,0.0024164556962025315
vacancy_O2,O2 vacancy,79,5.60123156,-15.0737,-20.67493156,0.02951898734177215
vacancy_O2,O2 vacancy,79,5.60123156,-14.9601,-20.56133156,0.09234303797468355
vacancy_O2,O2 vacancy,79,5.60123156,-14.8465,-20.44773156,0.1595379746835443
vacancy_O2,O2 vacancy,79,5.60123156,-14.7329,-20.334131560000003,0.21875949367088607
vacancy_O2,O2 vacancy,79,5.60123156,-14.6193,-20.22053156,0.22580253164556963
vacancy_O2,O2 vacancy,79,5.60123156,-14.5058,-20.107031560000003,0.20738734177215193
vacancy_O2,O2 vacancy,79,5.60123156,-14.3922,-19.99343156,0.26118860759493673
vacancy_O2,O2 vacancy,79,5.60123156,-14.2786,-19.87983156,0.3408632911392405
vacancy_O2,O2 vacancy,79,5.60123156,-14.165,-19.76623156,0.45558481012658225
vacancy_O2,O2 vacancy,79,5.60123156,-14.0514,-19.65263156,0.6429354430379747
vacancy_O2,O2 vacancy,79,5.60123156,-13.9379,-19.53913156,0.8286569620253164
vacancy_O2,O2 vacancy,79,5.60123156,-13.8243,-19.42553156,0.9393164556962026
vacancy_O2,O2 vacancy,79,5.60123156,-13.7107,-19.311931559999998,1.0339949367088608
vacancy_O2,O2 vacancy,79,5.60123156,-13.5971,-19.19833156,1.0894037974683544
vacancy_O2,O2 vacancy,79,5.60123156,-13.4836,-19.084831559999998,1.1404987341772153
vacancy_O2,O2 vacancy,79,5.60123156,-13.37,-18.97123156,1.163512658227848
vacancy_O2,O2 vacancy,79,5.60123156,-13.2564,-18.85763156,0.9791430379746835
vacancy_O2,O2 vacancy,79,5.60123156,-13.1428,-18.74403156,0.3923544303797468
vacancy_O2,O2 vacancy,79,5.60123156,-13.0292,-18.630431559999998,0.05159113924050633
vacancy_O2,O2 vacancy,79,5.60123156,-12.9157,-18.51693156,0.05468860759493671
vacancy_O2,O2 vacancy,79,5.60123156,-12.8021,-18.403331559999998,0.12779746835443037
vacancy_O2,O2 vacancy,79,5.60123156,-12.6885,-18.28973156,0.03763417721518988
vacancy_O2,O2 vacancy,79,5.60123156,-12.5749,-18.17613156,0.0012265822784810127
vacancy_O2,O2 vacancy,79,5.60123156,-12.4613,-18.06253156,3.7974683544303794e-06
vacancy_O2,O2 vacancy,79,5.60123156,-12.3478,-17.94903156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-12.2342,-17.83543156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-12.1206,-17.72183156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-12.007,-17.60823156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-11.8935,-17.494731559999998,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-11.7799,-17.38113156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-11.6663,-17.267531560000002,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-11.5527,-17.15393156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-11.4391,-17.04033156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-11.3256,-16.92683156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-11.212,-16.81323156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-11.0984,-16.69963156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-10.9848,-16.586031560000002,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-10.8712,-16.47243156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-10.7577,-16.358931560000002,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-10.6441,-16.24533156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-10.5305,-16.13173156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-10.4169,-16.01813156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-10.3033,-15.90453156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-10.1898,-15.79103156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-10.0762,-15.67743156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-9.9626,-15.56383156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-9.849,-15.45023156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-9.7355,-15.33673156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-9.6219,-15.22313156,0.0
vacancy_O2,O2 vacancy,79,5.60123156,-9.5083,-15.10953156,0.00024050632911392405
vacancy_O2,O2 vacancy,79,5.60123156,-9.3947,-14.99593156,0.023067088607594936
vacancy_O2,O2 vacancy,79,5.60123156,-9.2811,-14.88233156,0.4012658227848101
vacancy_O2,O2 vacancy,79,5.60123156,-9.1676,-14.76883156,1.8680556962025316
vacancy_O2,O2 vacancy,79,5.60123156,-9.054,-14.65523156,3.843173417721519
vacancy_O2,O2 vacancy,79,5.60123156,-8.9404,-14.54163156,5.467320253164557
vacancy_O2,O2 vacancy,79,5.60123156,-8.8268,-14.42803156,5.55719746835443
vacancy_O2,O2 vacancy,79,5.60123156,-8.7132,-14.314431560000001,4.712789873417722
vacancy_O2,O2 vacancy,79,5.60123156,-8.5997,-14.20093156,4.363484810126582
vacancy_O2,O2 vacancy,79,5.60123156,-8.4861,-14.08733156,2.9421999999999997
vacancy_O2,O2 vacancy,79,5.60123156,-8.3725,-13.973731560000001,1.6367696202531645
vacancy_O2,O2 vacancy,79,5.60123156,-8.2589,-13.860131560000001,1.340407594936709
vacancy_O2,O2 vacancy,79,5.60123156,-8.1454,-13.74663156,1.0446569620253165
vacancy_O2,O2 vacancy,79,5.60123156,-8.0318,-13.633031560000001,0.9237582278481012
vacancy_O2,O2 vacancy,79,5.60123156,-7.9182,-13.519431560000001,0.8039430379746835
vacancy_O2,O2 vacancy,79,5.60123156,-7.8046,-13.40583156,0.531059493670886
vacancy_O2,O2 vacancy,79,5.60123156,-7.691,-13.292231560000001,0.18823037974683546
vacancy_O2,O2 vacancy,79,5.60123156,-7.5775,-13.17873156,0.015821518987341774
