structure,vacancy_label,coordination_type,number_of_ga_atoms,ga_atom_numbers,fermi_energy_eV,energy_absolute_eV,energy_minus_fermi_eV,ga_s_pdos,ga_p_pdos,ga_d_pdos
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.898,-8.433213910000001,0.0715,0.009600000000000001,0.0033
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.881,-8.41621391,0.0702,0.0094,0.0034999999999999996
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.8639,-8.39911391,0.069,0.0093,0.0036
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.8469,-8.382113910000001,0.0682,0.0094,0.0039
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.8299,-8.36511391,0.0681,0.0095,0.0043
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.8128,-8.34801391,0.0687,0.0098,0.0044
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.7958,-8.33101391,0.0699,0.0101,0.0047
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.7788,-8.31401391,0.0716,0.0106,0.0051
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.7617,-8.29691391,0.0738,0.011,0.0053
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.7447,-8.279913910000001,0.0763,0.011300000000000001,0.005699999999999999
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.7276,-8.26281391,0.0796,0.0116,0.0058
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.7106,-8.24581391,0.0837,0.0119,0.0058
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.6936,-8.22881391,0.0893,0.0121,0.006
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.6765,-8.21171391,0.0966,0.012199999999999999,0.006
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.6595,-8.19471391,0.1058,0.012400000000000001,0.006200000000000001
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.6425,-8.177713910000001,0.1169,0.0127,0.0063
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.6254,-8.16061391,0.1295,0.0129,0.0065
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.6084,-8.143613910000001,0.1428,0.0132,0.0067
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.5913,-8.12651391,0.1558,0.013600000000000001,0.0070999999999999995
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.5743,-8.10951391,0.1675,0.0139,0.0075
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.5573,-8.092513910000001,0.1767,0.0142,0.007699999999999999
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.5402,-8.07541391,0.1829,0.0146,0.0079
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.5232,-8.05841391,0.1854,0.0148,0.0081
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.5062,-8.041413910000001,0.1845,0.015300000000000001,0.0084
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.4891,-8.02431391,0.1804,0.0157,0.0087
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.4721,-8.00731391,0.1739,0.0163,0.0092
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.4551,-7.99031391,0.1656,0.0171,0.0097
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.438,-7.97321391,0.1563,0.0179,0.0103
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.421,-7.956213910000001,0.1466,0.0187,0.011000000000000001
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.4039,-7.9391139100000006,0.137,0.0196,0.011600000000000001
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.3869,-7.92211391,0.1281,0.0204,0.012299999999999998
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.3699,-7.905113910000001,0.1198,0.020999999999999998,0.013
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.3528,-7.88801391,0.1126,0.0216,0.0135
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.3358,-7.87101391,0.1062,0.022,0.014300000000000002
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.3188,-7.854013910000001,0.1009,0.0223,0.0149
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.3017,-7.83691391,0.0966,0.022600000000000002,0.015499999999999998
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.2847,-7.81991391,0.0935,0.0229,0.0163
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.2676,-7.80281391,0.0919,0.023200000000000002,0.0171
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.2506,-7.78581391,0.092,0.0237,0.0179
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.2336,-7.76881391,0.0939,0.024300000000000002,0.018699999999999998
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.2165,-7.75171391,0.0978,0.0249,0.0193
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.1995,-7.73471391,0.1034,0.025500000000000002,0.02
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.1825,-7.7177139100000005,0.1102,0.0262,0.020200000000000003
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.1654,-7.70061391,0.1175,0.0267,0.0204
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.1484,-7.68361391,0.1246,0.0271,0.0205
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.1314,-7.666613910000001,0.1305,0.027299999999999998,0.0204
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.1143,-7.6495139100000005,0.1346,0.0274,0.0201
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.0973,-7.63251391,0.1366,0.0273,0.019799999999999998
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.0802,-7.615413910000001,0.1366,0.0271,0.0194
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.0632,-7.5984139100000005,0.135,0.0269,0.0191
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.0462,-7.58141391,0.1327,0.026699999999999998,0.018699999999999998
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.0291,-7.564313910000001,0.1305,0.026500000000000003,0.0182
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-2.0121,-7.547313910000001,0.1293,0.0264,0.018000000000000002
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.9951,-7.53031391,0.1296,0.0264,0.0178
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.978,-7.51321391,0.1319,0.0267,0.0177
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.961,-7.496213910000001,0.1359,0.0269,0.0177
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.9439,-7.479113910000001,0.1412,0.027299999999999998,0.0178
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.9269,-7.46211391,0.1473,0.0278,0.018099999999999998
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.9099,-7.44511391,0.1536,0.0283,0.0182
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.8928,-7.428013910000001,0.1593,0.0288,0.0186
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.8758,-7.41101391,0.1641,0.029199999999999997,0.0189
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.8588,-7.39401391,0.1678,0.029399999999999996,0.019000000000000003
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.8417,-7.376913910000001,0.1703,0.0295,0.019
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.8247,-7.35991391,0.1718,0.029400000000000003,0.019
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.8077,-7.34291391,0.1723,0.0291,0.0187
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.7906,-7.325813910000001,0.1722,0.0289,0.0183
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.7736,-7.3088139100000005,0.1714,0.0285,0.0177
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.7565,-7.29171391,0.1705,0.0282,0.0171
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.7395,-7.274713910000001,0.1698,0.028000000000000004,0.0164
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.7225,-7.2577139100000005,0.1697,0.028000000000000004,0.0157
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.7054,-7.24061391,0.1706,0.0281,0.0152
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.6884,-7.22361391,0.1726,0.0283,0.0149
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.6714,-7.206613910000001,0.1759,0.0288,0.0148
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.6543,-7.1895139100000005,0.18,0.029400000000000003,0.0148
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.6373,-7.17251391,0.1847,0.03,0.0148
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.6203,-7.155513910000001,0.1895,0.0304,0.0151
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.6032,-7.138413910000001,0.1944,0.0309,0.015300000000000001
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.5862,-7.12141391,0.1996,0.031100000000000003,0.0157
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.5691,-7.10431391,0.2054,0.0313,0.016300000000000002
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.5521,-7.087313910000001,0.2121,0.0315,0.016599999999999997
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.5351,-7.07031391,0.2199,0.0313,0.0172
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.518,-7.05321391,0.2287,0.0313,0.017599999999999998
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.501,-7.036213910000001,0.2376,0.0311,0.0181
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.484,-7.01921391,0.246,0.0311,0.0185
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.4669,-7.00211391,0.2527,0.031,0.019
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.4499,-6.985113910000001,0.2572,0.0308,0.019500000000000003
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.4328,-6.968013910000001,0.2594,0.0308,0.019700000000000002
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.4158,-6.95101391,0.2598,0.030699999999999998,0.0202
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.3988,-6.934013910000001,0.2592,0.0308,0.0204
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.3817,-6.91691391,0.2589,0.030799999999999998,0.0204
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.3647,-6.89991391,0.2594,0.0308,0.0204
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.3477,-6.88291391,0.2611,0.031100000000000003,0.0204
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.3306,-6.86581391,0.2634,0.0316,0.020499999999999997
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.3136,-6.8488139100000005,0.2655,0.0322,0.020499999999999997
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.2966,-6.83181391,0.2661,0.0329,0.0208
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.2795,-6.81471391,0.2644,0.0338,0.0211
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.2625,-6.797713910000001,0.26,0.0349,0.0216
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.2454,-6.7806139100000005,0.2531,0.036199999999999996,0.022199999999999998
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.2284,-6.76361391,0.2445,0.0375,0.023
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.2114,-6.746613910000001,0.2355,0.039,0.023799999999999998
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.1943,-6.7295139100000005,0.2275,0.0405,0.024599999999999997
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.1773,-6.71251391,0.2216,0.0419,0.0254
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.1603,-6.695513910000001,0.2186,0.0434,0.026000000000000002
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.1432,-6.678413910000001,0.2188,0.044899999999999995,0.0266
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.1262,-6.66141391,0.2219,0.0464,0.0269
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.1091,-6.64431391,0.2272,0.0479,0.0268
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.0921,-6.627313910000001,0.2335,0.049300000000000004,0.0269
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.0751,-6.61031391,0.2394,0.050499999999999996,0.0267
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.058,-6.59321391,0.2435,0.051500000000000004,0.026400000000000003
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.041,-6.57621391,0.2448,0.052,0.026000000000000002
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.024,-6.55921391,0.2426,0.0518,0.0254
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-1.0069,-6.54211391,0.237,0.051000000000000004,0.0246
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.9899,-6.52511391,0.2283,0.0495,0.0238
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.9729,-6.5081139100000005,0.2176,0.0476,0.023
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.9558,-6.49101391,0.2057,0.0453,0.0221
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.9388,-6.47401391,0.1935,0.042800000000000005,0.020999999999999998
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.9217,-6.456913910000001,0.1816,0.0405,0.0201
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.9047,-6.4399139100000005,0.1703,0.0385,0.0191
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.8877,-6.42291391,0.1595,0.0369,0.0182
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.8706,-6.405813910000001,0.1494,0.0358,0.0174
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.8536,-6.3888139100000005,0.1397,0.035,0.0167
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.8366,-6.37181391,0.1306,0.0348,0.0163
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.8195,-6.35471391,0.1222,0.0346,0.0159
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.8025,-6.337713910000001,0.1148,0.0349,0.0157
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.7854,-6.3206139100000005,0.1087,0.0352,0.0158
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.7684,-6.30361391,0.1044,0.0355,0.015700000000000002
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.7514,-6.286613910000001,0.1022,0.0359,0.0161
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.7343,-6.269513910000001,0.1024,0.0363,0.0164
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.7173,-6.25251391,0.1049,0.0365,0.017
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.7003,-6.235513910000001,0.1095,0.0368,0.0175
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.6832,-6.218413910000001,0.1154,0.0368,0.018000000000000002
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.6662,-6.20141391,0.122,0.036699999999999997,0.0185
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.6492,-6.18441391,0.1283,0.036500000000000005,0.0189
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.6321,-6.167313910000001,0.1334,0.0361,0.0192
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.6151,-6.15031391,0.1369,0.0358,0.0196
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.598,-6.13321391,0.1382,0.0353,0.0196
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.581,-6.116213910000001,0.1373,0.0349,0.0195
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.564,-6.0992139100000005,0.1346,0.0344,0.0195
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.5469,-6.08211391,0.1305,0.0343,0.0195
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.5299,-6.065113910000001,0.1258,0.0343,0.0193
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.5129,-6.0481139100000005,0.1209,0.0345,0.0194
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.4958,-6.03101391,0.1164,0.0349,0.0193
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.4788,-6.01401391,0.1124,0.035500000000000004,0.0195
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.4617,-5.99691391,0.109,0.0364,0.0197
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.4447,-5.9799139100000005,0.106,0.0374,0.0199
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.4277,-5.96291391,0.1031,0.0385,0.0201
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.4106,-5.94581391,0.1002,0.0397,0.020200000000000003
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.3936,-5.928813910000001,0.0971,0.040900000000000006,0.0203
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.3766,-5.91181391,0.0938,0.0422,0.020399999999999998
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.3595,-5.89471391,0.0904,0.043399999999999994,0.0202
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.3425,-5.877713910000001,0.0871,0.044700000000000004,0.0201
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.3255,-5.86071391,0.0839,0.045899999999999996,0.019999999999999997
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.3084,-5.84361391,0.0811,0.047,0.019999999999999997
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.2914,-5.826613910000001,0.0786,0.048,0.020000000000000004
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.2743,-5.809513910000001,0.0767,0.04870000000000001,0.0201
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.2573,-5.79251391,0.0753,0.0495,0.0203
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.2403,-5.775513910000001,0.0746,0.050199999999999995,0.0207
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.2232,-5.758413910000001,0.0747,0.051000000000000004,0.0212
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.2062,-5.74141391,0.0756,0.0519,0.0216
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.1892,-5.72441391,0.0773,0.0532,0.0223
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.1721,-5.707313910000001,0.0797,0.0548,0.0231
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.1551,-5.69031391,0.0826,0.0565,0.0238
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.138,-5.67321391,0.0858,0.058300000000000005,0.024399999999999998
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.121,-5.65621391,0.0889,0.0601,0.0248
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.104,-5.6392139100000005,0.0916,0.061399999999999996,0.025099999999999997
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.0869,-5.62211391,0.0935,0.0622,0.025299999999999996
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.0699,-5.60511391,0.0944,0.062299999999999994,0.025099999999999997
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.0529,-5.588113910000001,0.0942,0.0617,0.0247
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.0358,-5.5710139100000005,0.093,0.060700000000000004,0.024200000000000003
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.0188,-5.55401391,0.0908,0.0592,0.023600000000000003
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,-0.0018,-5.537013910000001,0.0881,0.05789999999999999,0.0229
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.0153,-5.5199139100000005,0.0853,0.056499999999999995,0.0221
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.0323,-5.50291391,0.0828,0.0557,0.0215
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.0494,-5.48581391,0.0809,0.0551,0.020800000000000003
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.0664,-5.468813910000001,0.0799,0.0553,0.0205
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.0834,-5.45181391,0.08,0.055999999999999994,0.0204
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.1005,-5.43471391,0.081,0.057499999999999996,0.020499999999999997
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.1175,-5.417713910000001,0.0828,0.059300000000000005,0.020900000000000002
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.1345,-5.40071391,0.085,0.0617,0.0218
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.1516,-5.38361391,0.0875,0.0644,0.022799999999999997
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.1686,-5.366613910000001,0.0899,0.0672,0.0241
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.1857,-5.349513910000001,0.092,0.0699,0.0257
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.2027,-5.33251391,0.0938,0.0725,0.027299999999999998
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.2197,-5.31551391,0.0952,0.0749,0.028999999999999998
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.2368,-5.298413910000001,0.0961,0.0771,0.030899999999999997
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.2538,-5.28141391,0.0968,0.07930000000000001,0.0325
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.2708,-5.26441391,0.0972,0.0813,0.0341
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.2879,-5.247313910000001,0.0973,0.0834,0.0354
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.3049,-5.2303139100000005,0.097,0.0857,0.036699999999999997
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.3219,-5.21331391,0.0963,0.0881,0.0376
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.339,-5.19621391,0.0951,0.0907,0.0381
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.356,-5.1792139100000005,0.0933,0.0932,0.0383
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.3731,-5.16211391,0.0909,0.09559999999999999,0.0384
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.3901,-5.14511391,0.0879,0.098,0.0382
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.4071,-5.128113910000001,0.0843,0.0999,0.0378
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.4242,-5.1110139100000005,0.0803,0.1015,0.0375
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.4412,-5.09401391,0.0761,0.1027,0.037000000000000005
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.4582,-5.077013910000001,0.0718,0.1036,0.0367
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.4753,-5.059913910000001,0.0677,0.10389999999999999,0.0365
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.4923,-5.04291391,0.0639,0.10389999999999999,0.036300000000000006
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.5094,-5.02581391,0.0607,0.1038,0.0364
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.5264,-5.008813910000001,0.0583,0.10350000000000001,0.036699999999999997
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.5434,-4.99181391,0.0567,0.1032,0.0373
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.5605,-4.97471391,0.0559,0.1032,0.038
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.5775,-4.957713910000001,0.0559,0.1036,0.038900000000000004
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.5945,-4.94071391,0.0564,0.1043,0.039900000000000005
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.6116,-4.92361391,0.0571,0.1053,0.0409
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.6286,-4.906613910000001,0.0579,0.1065,0.041800000000000004
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.6456,-4.8896139100000005,0.0584,0.1073,0.042499999999999996
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.6627,-4.87251391,0.0585,0.1079,0.0428
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.6797,-4.855513910000001,0.0581,0.1078,0.0427
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.6968,-4.838413910000001,0.0573,0.107,0.0422
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.7138,-4.82141391,0.0563,0.1058,0.0414
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.7308,-4.80441391,0.0551,0.10439999999999999,0.0402
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.7479,-4.78731391,0.0539,0.1028,0.0391
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.7649,-4.7703139100000005,0.053,0.1015,0.0377
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.7819,-4.75331391,0.0524,0.1005,0.0367
vacancy_O2,O2 vacancy,tetrahedral,1,17,5.53521391,0.799,-4.73621391,0.0522,0.1,0.0358
