structure,vacancy_label,coordination_type,number_of_ga_atoms,ga_atom_numbers,fermi_energy_eV,energy_absolute_eV,energy_minus_fermi_eV,ga_s_pdos,ga_p_pdos,ga_d_pdos
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.6402,-9.6744847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.6231,-9.6573847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.606,-9.640284699999999,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.589,-9.6232847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.5719,-9.6061847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.5548,-9.5890847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.5377,-9.5719847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.5206,-9.554884699999999,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.5035,-9.5377847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.4864,-9.5206847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.4693,-9.5035847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.4522,-9.4864847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.4351,-9.469384699999999,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.418,-9.4522847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.4009,-9.4351847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.3838,-9.4180847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.3667,-9.400984699999999,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.3497,-9.3839847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.3326,-9.3668847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.3155,-9.3497847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.2984,-9.3326847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.2813,-9.315584699999999,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.2642,-9.2984847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.2471,-9.2813847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.23,-9.264284700000001,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.2129,-9.2471847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.1958,-9.230084699999999,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.1787,-9.2129847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.1616,-9.1958847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.1445,-9.1787847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.1275,-9.1617847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.1104,-9.144684699999999,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.0933,-9.1275847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.0762,-9.1104847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.0591,-9.0933847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.042,-9.076284699999999,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.0249,-9.0591847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-4.0078,-9.0420847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.9907,-9.0249847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.9736,-9.0078847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.9565,-8.990784699999999,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.9394,-8.9736847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.9223,-8.9565847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.9052,-8.9394847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.8882,-8.9224847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.8711,-8.905384699999999,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.854,-8.8882847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.8369,-8.8711847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.8198,-8.8540847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.8027,-8.8369847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.7856,-8.8198847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.7685,-8.8027847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.7514,-8.7856847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.7343,-8.7685847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.7172,-8.751484699999999,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.7001,-8.7343847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.683,-8.7172847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.6659,-8.7001847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.6489,-8.6831847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.6318,-8.666084699999999,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.6147,-8.6489847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.5976,-8.6318847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.5805,-8.6147847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.5634,-8.5976847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.5463,-8.5805847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.5292,-8.5634847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.5121,-8.5463847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.495,-8.5292847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.4779,-8.512184699999999,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.4608,-8.4950847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.4437,-8.4779847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.4266,-8.4608847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.4096,-8.4438847,0.0,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.3925,-8.426784699999999,0.0001,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.3754,-8.4096847,0.0002,0.0,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.3583,-8.3925847,0.0003,0.0001,0.0
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.3412,-8.3754847,0.0006,0.0002,5e-05
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.3241,-8.3583847,0.001,0.00030000000000000003,0.0001
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.307,-8.3412847,0.0018,0.0004,0.0001
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.2899,-8.3241847,0.0029,0.0007,0.0002
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.2728,-8.3070847,0.0044,0.001,0.00030000000000000003
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.2557,-8.2899847,0.0066,0.0014000000000000002,0.0004
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.2386,-8.272884699999999,0.0093,0.00185,0.0005499999999999999
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.2215,-8.2557847,0.01255,0.00245,0.00065
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.2044,-8.2386847,0.0162,0.003,0.00085
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.1873,-8.2215847,0.02005,0.0035499999999999998,0.001
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.1703,-8.2045847,0.023850000000000003,0.0042,0.0011
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.1532,-8.187484699999999,0.02725,0.0047,0.0013
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.1361,-8.1703847,0.0302,0.00515,0.0013
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.119,-8.1532847,0.032549999999999996,0.00545,0.0015
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.1019,-8.1361847,0.0345,0.0058,0.0018
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.0848,-8.1190847,0.03615,0.006,0.002
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.0677,-8.1019847,0.03785,0.006199999999999999,0.0023
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.0506,-8.0848847,0.0397,0.0065,0.00255
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.0335,-8.0677847,0.041800000000000004,0.0068,0.003
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-3.0164,-8.0506847,0.0442,0.0072,0.00335
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.9993,-8.033584699999999,0.04685,0.0075,0.0038
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.9822,-8.0164847,0.04965,0.00795,0.0042
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.9651,-7.9993847,0.05255,0.0083,0.00465
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.948,-7.982284699999999,0.0556,0.00855,0.005050000000000001
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.931,-7.9652847,0.05885,0.0089,0.00545
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.9139,-7.9481847,0.06245,0.009250000000000001,0.00575
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.8968,-7.9310846999999995,0.0664,0.0095,0.006
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.8797,-7.9139847,0.07085,0.009850000000000001,0.0063999999999999994
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.8626,-7.896884699999999,0.076,0.010199999999999999,0.0066
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.8455,-7.8797847,0.0819,0.010450000000000001,0.006699999999999999
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.8284,-7.862684699999999,0.089,0.010700000000000001,0.006950000000000001
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.8113,-7.8455847,0.09755,0.01105,0.007150000000000001
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.7942,-7.8284847,0.1079,0.01125,0.007350000000000001
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.7771,-7.8113847,0.12040000000000001,0.0116,0.0075
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.76,-7.7942846999999995,0.13540000000000002,0.0118,0.0078
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.7429,-7.777184699999999,0.15300000000000002,0.0121,0.00795
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.7258,-7.7600847,0.173,0.012249999999999999,0.008199999999999999
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.7087,-7.742984699999999,0.1948,0.0124,0.00845
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.6917,-7.7259847,0.21745,0.01245,0.008650000000000001
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.6746,-7.7088847,0.23955,0.0125,0.00895
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.6575,-7.6917846999999995,0.2596,0.0125,0.0092
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.6404,-7.6746847,0.2761,0.0125,0.0093
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.6233,-7.657584699999999,0.28815,0.0125,0.00945
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.6062,-7.6404847,0.2954,0.0125,0.0096
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.5891,-7.6233847,0.2982,0.01255,0.0096
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.572,-7.6062847,0.2976,0.01285,0.00985
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.5549,-7.5891847,0.2949,0.01315,0.0101
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.5378,-7.5720847,0.2913,0.01375,0.01055
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.5207,-7.5549847,0.2877,0.01445,0.011099999999999999
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.5036,-7.537884699999999,0.2845,0.015300000000000001,0.01165
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.4865,-7.5207847,0.2815,0.016350000000000003,0.012299999999999998
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.4694,-7.503684699999999,0.27845,0.0175,0.0132
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.4524,-7.4866847,0.27475,0.01865,0.0141
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.4353,-7.4695846999999995,0.27015,0.02005,0.01505
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.4182,-7.452484699999999,0.26455,0.0216,0.0161
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.4011,-7.4353847,0.25815,0.023100000000000002,0.01725
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.384,-7.418284699999999,0.2515,0.02475,0.0184
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.3669,-7.4011847,0.245,0.02645,0.0194
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.3498,-7.3840847,0.23904999999999998,0.027999999999999997,0.0204
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.3327,-7.3669847,0.23385,0.029400000000000003,0.02135
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.3156,-7.3498847,0.22925,0.030600000000000002,0.022
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.2985,-7.3327846999999995,0.2249,0.03155,0.0225
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.2814,-7.3156847,0.22045,0.0322,0.02305
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.2643,-7.298584699999999,0.21555000000000002,0.0325,0.02315
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.2472,-7.2814847,0.20995,0.0327,0.0232
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.2302,-7.2644847,0.20350000000000001,0.032600000000000004,0.0232
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.2131,-7.2473847,0.1964,0.0325,0.02305
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.196,-7.2302847,0.1888,0.032350000000000004,0.0229
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.1789,-7.213184699999999,0.1808,0.03215,0.022650000000000003
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.1618,-7.1960847,0.17275000000000001,0.03195,0.0224
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.1447,-7.178984699999999,0.16465000000000002,0.03165,0.0221
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.1276,-7.1618847,0.15665,0.03135,0.021900000000000003
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.1105,-7.1447847,0.14875,0.03085,0.021699999999999997
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.0934,-7.1276847,0.1413,0.030399999999999996,0.02145
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.0763,-7.1105846999999995,0.13440000000000002,0.03005,0.021400000000000002
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.0592,-7.093484699999999,0.1285,0.02965,0.02145
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.0421,-7.0763847,0.124,0.02955,0.0217
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.025,-7.059284699999999,0.12125,0.0295,0.021849999999999998
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-2.0079,-7.0421847,0.12055,0.02965,0.0222
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.9909,-7.0251847,0.122,0.030000000000000002,0.02255
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.9738,-7.0080846999999995,0.1254,0.03045,0.02285
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.9567,-6.9909847,0.1303,0.031149999999999997,0.023200000000000002
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.9396,-6.973884699999999,0.1361,0.0319,0.0235
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.9225,-6.9567847,0.142,0.0328,0.024050000000000002
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.9054,-6.9396847,0.14725,0.03395,0.024300000000000002
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.8883,-6.9225847,0.15134999999999998,0.03515,0.0247
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.8712,-6.9054847,0.15410000000000001,0.0364,0.025050000000000003
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.8541,-6.8883847,0.15565,0.0377,0.025349999999999998
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.837,-6.8712846999999995,0.15660000000000002,0.03885,0.02555
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.8199,-6.854184699999999,0.15765,0.03985,0.02565
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.8028,-6.8370847,0.1596,0.040600000000000004,0.025599999999999998
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.7857,-6.8199847,0.1629,0.040850000000000004,0.02545
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.7686,-6.8028847,0.1678,0.0407,0.024900000000000002
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.7516,-6.7858846999999995,0.17409999999999998,0.0401,0.02445
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.7345,-6.768784699999999,0.1812,0.039,0.0238
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.7174,-6.7516847,0.18855,0.037599999999999995,0.022949999999999998
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.7003,-6.734584699999999,0.19585,0.036,0.02205
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.6832,-6.7174847,0.20315,0.03425,0.02105
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.6661,-6.7003847,0.21089999999999998,0.03265,0.0201
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.649,-6.6832847,0.21989999999999998,0.0314,0.01935
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.6319,-6.6661847,0.23115000000000002,0.03075,0.01865
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.6148,-6.6490846999999995,0.2457,0.0308,0.0182
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.5977,-6.631984699999999,0.26415,0.0315,0.018099999999999998
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.5806,-6.614884699999999,0.28659999999999997,0.03315,0.0182
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.5635,-6.5977847,0.31245,0.035250000000000004,0.01865
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.5464,-6.5806847,0.33999999999999997,0.03805,0.0193
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.5293,-6.5635847,0.36660000000000004,0.0409,0.0201
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.5123,-6.5465846999999995,0.389,0.0437,0.0209
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.4952,-6.529484699999999,0.4038,0.0459,0.02155
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.4781,-6.5123847,0.4082,0.047200000000000006,0.02205
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.461,-6.4952847,0.40095000000000003,0.0476,0.02215
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.4439,-6.4781847,0.38234999999999997,0.0469,0.021900000000000003
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.4268,-6.4610847,0.3546,0.0455,0.0215
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.4097,-6.4439847,0.32095,0.0434,0.0208
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.3926,-6.4268847,0.2853,0.04115,0.0201
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.3755,-6.4097846999999994,0.251,0.039150000000000004,0.0193
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.3584,-6.3926847,0.2207,0.03765,0.0186
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.3413,-6.375584699999999,0.19569999999999999,0.03695,0.018250000000000002
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.3242,-6.3584847,0.1763,0.03685,0.0178
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.3071,-6.3413847,0.16205,0.0374,0.01765
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.29,-6.3242847,0.1518,0.03835,0.01765
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.273,-6.307284699999999,0.14429999999999998,0.0395,0.017750000000000002
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.2559,-6.290184699999999,0.13835,0.0407,0.0178
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.2388,-6.2730847,0.13274999999999998,0.0416,0.0177
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.2217,-6.2559847,0.12675,0.0421,0.0177
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.2046,-6.2388847,0.12,0.042300000000000004,0.0175
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.1875,-6.2217847,0.11255000000000001,0.04235,0.0173
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.1704,-6.2046847,0.1047,0.04235,0.017
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.1533,-6.1875846999999995,0.09705,0.0427,0.01695
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.1362,-6.170484699999999,0.09035,0.0433,0.017050000000000003
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.1191,-6.1533847,0.08515,0.04435,0.017349999999999997
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.102,-6.1362847,0.08195,0.0457,0.018000000000000002
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.0849,-6.1191847,0.08095,0.04744999999999999,0.01895
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.0678,-6.1020847,0.08215,0.04935,0.0201
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.0507,-6.0849847,0.0853,0.051250000000000004,0.0213
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.0337,-6.0679847,0.08985,0.05295,0.02265
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-1.0166,-6.050884699999999,0.09515,0.0545,0.02385
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-0.9995,-6.0337847,0.10035,0.0557,0.02485
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-0.9824,-6.0166847,0.1047,0.05655,0.02565
vacancy_O1,O1 vacancy,tetrahedral,2,29;25,5.0342847,-0.9653,-5.9995847,0.10765,0.057050000000000003,0.02615
