structure,vacancy_label,coordination_type,number_of_ga_atoms,ga_atom_numbers,fermi_energy_eV,energy_absolute_eV,energy_minus_fermi_eV,ga_s_pdos,ga_p_pdos,ga_d_pdos
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-16.296,-21.65551765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-16.2789,-21.63841765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-16.2619,-21.62141765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-16.2448,-21.604317650000002,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-16.2278,-21.58731765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-16.2107,-21.57021765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-16.1937,-21.55321765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-16.1766,-21.53611765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-16.1596,-21.519117650000002,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-16.1425,-21.50201765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-16.1255,-21.48501765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-16.1084,-21.46791765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-16.0914,-21.45091765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-16.0743,-21.43381765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-16.0572,-21.416717650000002,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-16.0402,-21.39971765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-16.0231,-21.38261765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-16.0061,-21.36561765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.989,-21.34851765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.972,-21.33151765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.9549,-21.31441765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.9379,-21.29741765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.9208,-21.28031765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.9038,-21.26331765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.8867,-21.24621765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.8697,-21.22921765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.8526,-21.21211765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.8356,-21.19511765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.8185,-21.17801765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.8015,-21.16101765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.7844,-21.14391765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.7674,-21.12691765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.7503,-21.10981765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.7333,-21.09281765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.7162,-21.07571765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.6992,-21.05871765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.6821,-21.04161765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.6651,-21.02461765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.648,-21.00751765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.631,-20.99051765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.6139,-20.97341765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.5969,-20.95641765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.5798,-20.93931765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.5628,-20.92231765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.5457,-20.90521765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.5286,-20.88811765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.5116,-20.87111765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.4945,-20.85401765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.4775,-20.83701765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.4604,-20.81991765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.4434,-20.80291765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.4263,-20.78581765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.4093,-20.76881765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.3922,-20.75171765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.3752,-20.73471765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.3581,-20.71761765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.3411,-20.70061765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.324,-20.68351765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.307,-20.66651765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.2899,-20.64941765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.2729,-20.63241765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.2558,-20.61531765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.2388,-20.59831765,0.0,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.2217,-20.58121765,0.0001,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.2047,-20.56421765,0.0001,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.1876,-20.54711765,0.0002,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.1706,-20.53011765,0.0003,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.1535,-20.51301765,0.0004,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.1365,-20.49601765,0.0006,0.0,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.1194,-20.47891765,0.0007,0.0001,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.1024,-20.46191765,0.0009,0.0001,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.0853,-20.44481765,0.0011,0.0001,0.0
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.0683,-20.42781765,0.0012,0.0002,0.0001
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.0512,-20.41071765,0.0014,0.0002,0.0001
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.0342,-20.39371765,0.0015,0.0002,0.0002
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.0171,-20.37661765,0.0017,0.0002,0.0002
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-15.0001,-20.35961765,0.0018,0.0004,0.0002
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.983,-20.34251765,0.002,0.0004,0.00030000000000000003
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.9659,-20.32541765,0.0023,0.0006000000000000001,0.00030000000000000003
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.9489,-20.30841765,0.0026,0.0006000000000000001,0.0004
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.9318,-20.29131765,0.0029,0.0007000000000000001,0.0005
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.9148,-20.27431765,0.0033,0.0008,0.0005
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.8977,-20.25721765,0.0037,0.0011,0.0005
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.8807,-20.240217649999998,0.0042,0.0012000000000000001,0.0009
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.8636,-20.22311765,0.0046,0.0013000000000000002,0.0009
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.8466,-20.20611765,0.005,0.0015,0.001
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.8295,-20.18901765,0.0053,0.0016,0.0012000000000000001
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.8125,-20.17201765,0.0057,0.0017,0.0014
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.7954,-20.15491765,0.006,0.0019,0.0017000000000000001
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.7784,-20.13791765,0.0062,0.0021,0.0019
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.7613,-20.12081765,0.0065,0.0023,0.0022
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.7443,-20.10381765,0.0066,0.0025,0.0023
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.7272,-20.08671765,0.0067,0.0027,0.0027
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.7102,-20.06971765,0.0066,0.0027,0.0029999999999999996
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.6931,-20.05261765,0.0065,0.0029,0.0031
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.6761,-20.03561765,0.0063,0.0029,0.0031999999999999997
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.659,-20.01851765,0.006,0.0027999999999999995,0.0031999999999999997
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.642,-20.00151765,0.0056,0.0026999999999999997,0.0033
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.6249,-19.98441765,0.0053,0.0028,0.0031999999999999997
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.6079,-19.96741765,0.0049,0.0027,0.0031999999999999997
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.5908,-19.95031765,0.0046,0.0026,0.0033
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.5738,-19.93331765,0.0044,0.0024000000000000002,0.0032
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.5567,-19.91621765,0.0043,0.0024000000000000002,0.0032
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.5397,-19.89921765,0.0041,0.0023,0.0031000000000000003
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.5226,-19.88211765,0.0041,0.0024000000000000002,0.0032
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.5056,-19.86511765,0.0041,0.0023,0.0031000000000000003
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.4885,-19.84801765,0.0042,0.0023,0.0033
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.4715,-19.83101765,0.0044,0.0023,0.0033
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.4544,-19.81391765,0.0046,0.0024000000000000002,0.0033
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.4373,-19.79681765,0.0048,0.0024999999999999996,0.0034999999999999996
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.4203,-19.77981765,0.0051,0.0026,0.0036
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.4032,-19.76271765,0.0054,0.0027,0.0039
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.3862,-19.74571765,0.0057,0.0029,0.0041
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.3691,-19.72861765,0.006,0.0031,0.0045
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.3521,-19.71161765,0.0062,0.0031999999999999997,0.005
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.335,-19.69451765,0.0065,0.0035000000000000005,0.0054
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.318,-19.67751765,0.0068,0.0037,0.0058
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.3009,-19.66041765,0.007,0.0039,0.006200000000000001
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.2839,-19.64341765,0.0071,0.004,0.006500000000000001
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.2668,-19.62631765,0.0072,0.0042,0.007
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.2498,-19.60931765,0.0073,0.0043,0.0072
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.2327,-19.59221765,0.0073,0.0044,0.0075
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.2157,-19.57521765,0.0073,0.0045,0.0078
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.1986,-19.55811765,0.0074,0.0046,0.0079
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.1816,-19.54111765,0.0074,0.0046,0.0081
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.1645,-19.52401765,0.0074,0.0047,0.0084
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.1475,-19.50701765,0.0074,0.0047,0.0086
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.1304,-19.48991765,0.0075,0.0048000000000000004,0.0088
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.1134,-19.47291765,0.0075,0.0047,0.0089
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.0963,-19.45581765,0.0074,0.0048000000000000004,0.0092
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.0793,-19.43881765,0.0074,0.0048000000000000004,0.0096
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.0622,-19.42171765,0.0073,0.0049,0.009899999999999999
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.0452,-19.40471765,0.0071,0.005,0.0103
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.0281,-19.38761765,0.007,0.0051,0.010700000000000001
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-14.0111,-19.37061765,0.007,0.0052,0.0112
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.994,-19.35351765,0.007,0.0052,0.011699999999999999
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.977,-19.33651765,0.0073,0.0054,0.0121
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.9599,-19.31941765,0.0077,0.0056,0.0127
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.9429,-19.30241765,0.0085,0.0058,0.0137
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.9258,-19.28531765,0.0097,0.0063,0.0148
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.9088,-19.26831765,0.0114,0.0069,0.0165
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.8917,-19.25121765,0.0137,0.0078000000000000005,0.0184
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.8746,-19.234117649999998,0.0165,0.0089,0.020900000000000002
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.8576,-19.21711765,0.0197,0.0102,0.023899999999999998
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.8405,-19.20001765,0.0232,0.011699999999999999,0.0274
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.8235,-19.18301765,0.0267,0.0133,0.031099999999999996
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.8064,-19.16591765,0.0302,0.015,0.0351
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.7894,-19.14891765,0.0334,0.0167,0.039
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.7723,-19.13181765,0.0361,0.0183,0.0427
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.7553,-19.11481765,0.0382,0.0197,0.0461
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.7382,-19.09771765,0.0398,0.020999999999999998,0.049100000000000005
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.7212,-19.08071765,0.0409,0.021900000000000003,0.0513
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.7041,-19.06361765,0.0415,0.022400000000000003,0.0527
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.6871,-19.046617649999998,0.042,0.022699999999999998,0.0533
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.67,-19.02951765,0.0427,0.0227,0.05310000000000001
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.653,-19.01251765,0.044,0.0227,0.0524
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.6359,-18.99541765,0.0462,0.022699999999999998,0.0513
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.6189,-18.97841765,0.05,0.023,0.0501
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.6018,-18.96131765,0.0554,0.0237,0.0496
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.5848,-18.94431765,0.0627,0.025099999999999997,0.04989999999999999
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.5677,-18.92721765,0.0716,0.0272,0.0518
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.5507,-18.91021765,0.0817,0.030100000000000002,0.055099999999999996
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.5336,-18.89311765,0.0922,0.033699999999999994,0.060599999999999994
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.5166,-18.87611765,0.1022,0.0377,0.0683
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.4995,-18.85901765,0.1111,0.0424,0.0784
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.4825,-18.84201765,0.1179,0.0472,0.0911
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.4654,-18.82491765,0.1223,0.0524,0.107
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.4484,-18.80791765,0.124,0.0581,0.1263
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.4313,-18.79081765,0.1229,0.06409999999999999,0.1495
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.4143,-18.77381765,0.1191,0.07039999999999999,0.17629999999999998
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.3972,-18.75671765,0.1129,0.07719999999999999,0.2064
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.3802,-18.73971765,0.1048,0.084,0.2386
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.3631,-18.72261765,0.0952,0.0906,0.2706
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.346,-18.70551765,0.0846,0.09620000000000001,0.29960000000000003
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.329,-18.68851765,0.0736,0.10010000000000001,0.3226
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.3119,-18.67141765,0.0626,0.10149999999999999,0.3359
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.2949,-18.65441765,0.0521,0.09990000000000002,0.3376
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.2778,-18.63731765,0.0424,0.09509999999999999,0.3266
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.2608,-18.62031765,0.0338,0.0872,0.30360000000000004
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.2437,-18.60321765,0.0264,0.0773,0.2719
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.2267,-18.58621765,0.0203,0.0663,0.2355
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.2096,-18.56911765,0.0154,0.055400000000000005,0.19949999999999998
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.1926,-18.55211765,0.0118,0.0462,0.1691
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.1755,-18.53501765,0.0095,0.0395,0.1484
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.1585,-18.51801765,0.0082,0.0358,0.1397
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.1414,-18.50091765,0.0079,0.0354,0.1436
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.1244,-18.48391765,0.0083,0.037899999999999996,0.15839999999999999
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.1073,-18.46681765,0.0093,0.0423,0.1806
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.0903,-18.44981765,0.0104,0.047599999999999996,0.2052
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.0732,-18.43271765,0.0115,0.0521,0.22650000000000003
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.0562,-18.41571765,0.0121,0.0548,0.2395
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.0391,-18.39861765,0.0122,0.055,0.24079999999999996
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.0221,-18.38161765,0.0116,0.052399999999999995,0.2296
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-13.005,-18.36451765,0.0104,0.0472,0.2068
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-12.988,-18.34751765,0.0089,0.04019999999999999,0.17600000000000002
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-12.9709,-18.33041765,0.0071,0.0323,0.1416
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-12.9539,-18.31341765,0.0054,0.024500000000000004,0.10740000000000001
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-12.9368,-18.29631765,0.0039,0.0176,0.07680000000000001
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-12.9198,-18.27931765,0.0026,0.0119,0.052000000000000005
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-12.9027,-18.26221765,0.0017,0.0076,0.0331
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-12.8857,-18.24521765,0.001,0.0046,0.019999999999999997
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-12.8686,-18.22811765,0.0006,0.0026,0.0114
vacancy_O3,O3 vacancy,tetrahedral,1,27,5.35951765,-12.8516,-18.21111765,0.0003,0.0015,0.0061
