structure,defect_atom_number,reference_atom_number,element,initial_distance_to_vacancy_A,relaxed_distance_to_vacancy_A,distance_change_A,total_displacement_A,radial_projection_A,motion_relative_to_vacancy,dx_A,dy_A,dz_A
vacancy_O2,54,55,O,6.56733800626936,6.5393964566616445,-0.02794154960771511,0.03226178138329677,-0.02796135156882274,toward,-2.0969478614657254e-05,-0.03225549974965543,0.0006362658285493205
vacancy_O2,15,15,Ga,6.680392596313136,6.666386665481448,-0.014005930831688218,0.021630284208594416,-0.014026266694629096,toward,-0.005196237042683816,0.00509080509998859,-0.020370371105474235
vacancy_O2,44,44,O,6.9563825405590425,6.941291252829102,-0.015091287729940284,0.01618611866206,-0.015093749028738385,toward,-0.0026309056589552187,0.014363720809823736,-0.0069822845296794505
vacancy_O2,6,6,Ga,7.1429228265729074,7.138237641007288,-0.004685185565619143,0.00702699239658516,-0.004687105484047344,toward,-0.0011470099596762424,0.00569071210180056,-0.003959644689677322
vacancy_O2,8,8,Ga,7.17915603163921,7.180971900012328,0.0018158683731179792,0.01705799161553109,0.0017958327520284814,away,0.002678379510320603,-0.011644780506853275,0.012173760639236905
vacancy_O2,77,78,O,7.2978334918839955,7.322313108442845,0.02447961655884967,0.027276292838893434,0.024469699607174572,away,0.0069869396399629925,0.0013637494929577946,0.026330951612523242
vacancy_O2,73,74,O,7.29783415733052,7.3225040149241964,0.024669857593676348,0.027368539825828278,0.02466023589664408,away,0.005250030198891644,0.0015112903697656816,0.026817720942073502
vacancy_O2,63,64,O,7.365662902928443,7.363078217871107,-0.0025846850573358893,0.015661077658049846,-0.0026008810711728872,toward,0.0026563525279472287,0.009718011065074889,0.011990554849456233
vacancy_O2,51,52,O,7.541147180499477,7.530131031803595,-0.011016148695881967,0.011602104680770728,-0.011017027428295172,toward,-0.0030207574766219747,-0.009000440352453936,-0.006669027721708265
vacancy_O2,55,56,O,7.541147271214163,7.530328412007156,-0.010818859207006426,0.011629075549056444,-0.010820065103331913,toward,0.00015960561677660036,-0.008794265448917829,-0.007607287255436451
vacancy_O2,48,48,O,7.594664292966615,7.575612459213232,-0.01905183375338293,0.021153925942241122,-0.019057397937007708,toward,-0.004080644573334996,0.01536996994066682,-0.013949944324581801
vacancy_O2,24,24,Ga,7.709699202893294,7.707894694240757,-0.0018045086525368959,0.005456484502630893,-0.0018062283675960653,toward,0.0010301119538083789,0.005257153496448388,0.001036546962203193
vacancy_O2,20,20,Ga,7.709700449500589,7.708308473329851,-0.001391976170738829,0.005880659871751864,-0.0013940932804153638,toward,-0.0017576666570557967,0.00527612632573917,0.001911873281561577
vacancy_O2,59,60,O,7.971239410115416,7.979475140428422,0.008235730313005618,0.01823785571228833,0.008219121093686652,away,0.0011900065614288524,0.017756952278705867,0.003986716836918182
vacancy_O3,27,27,Ga,1.8384459909567614,1.473370467760497,-0.36507552319626435,0.36554380260273667,-0.36516857297469807,toward,-0.02648457683911135,-0.3485532130903489,-0.10691817644963605
vacancy_O3,13,13,Ga,1.948482812392485,1.9291569033332059,-0.019325909059279223,0.042748214847347386,-0.019698999112324683,toward,0.006487704555945431,0.04163621685223656,0.007193400340817167
vacancy_O3,9,9,Ga,1.9484852602673919,1.9299857914209488,-0.018499468846443046,0.04259428549953609,-0.018877209145440426,toward,-0.0031627156895983836,0.04136560969409789,0.009651772962430983
vacancy_O3,57,57,O,2.6177781221269814,2.548305922153184,-0.06947219997379728,0.07511066396741442,-0.06962790936443149,toward,0.0033100147030726253,0.07383413843719588,0.01338565073234329
vacancy_O3,53,53,O,2.848251582106478,2.7981115636846687,-0.05014001842180926,0.052962622852488005,-0.05019110554731276,toward,-0.022766994902662773,0.04337830316976318,0.020125262150569007
vacancy_O3,49,49,O,2.8482532911273397,2.797588066852957,-0.05066522427438258,0.05350318162769594,-0.05071712020204429,toward,0.02983595835324757,0.043813247535757646,0.007266730612863216
vacancy_O3,46,46,O,2.856434729107087,2.845036212352689,-0.011398516754397736,0.025833532404477173,-0.011492592982852809,toward,-0.007545294202865539,0.024652869104142532,0.0016358413185240245
vacancy_O3,42,42,O,2.856436297373124,2.8451551954388794,-0.011281101934244475,0.025638620222800397,-0.011373888107447971,toward,0.006947117629425266,0.024585779164707507,-0.0021484567568728127
vacancy_O3,39,39,O,2.959183498542441,2.8998636084219913,-0.05931989012044969,0.06254151650612566,-0.059386224621702205,toward,-0.05120585782987954,-0.034499542616741555,-0.00995906471651762
vacancy_O3,35,35,O,2.959184921510325,2.8993920870523966,-0.05979283445792838,0.06271666227676424,-0.0598533573188037,toward,0.04006610934702436,-0.03599331563532641,-0.03213359361331621
vacancy_O3,68,69,O,3.04756735,3.0471311744264153,-0.00043617557358466286,0.04398778845282415,-0.0007535984656247046,toward,-0.008581777526500087,0.02953016833933129,-0.03145230969749001
vacancy_O3,78,79,O,3.100500567399781,3.0554762798120954,-0.04502428758768584,0.051496485994595755,-0.04512502964262889,toward,0.009152151568372194,-0.01290285987689257,0.04900655464790822
vacancy_O3,74,75,O,3.1005035271166514,3.054898152410105,-0.04560537470654635,0.051849890823068054,-0.04570351376217437,toward,0.015383633948289706,-0.013241169341421763,0.04771191066579599
vacancy_O3,59,59,O,3.203514979614075,3.1568222058196596,-0.04669277379441539,0.048483117306242385,-0.04671936919668507,toward,0.005517890692356761,-0.0414921113487694,0.02446569520490648
vacancy_O3,21,21,Ga,3.299687381484544,3.317868961900043,0.018181580415499,0.027235949648244325,0.01811926737803401,away,-0.006620502554462788,0.01325129631083027,-0.02285539422654153
vacancy_O3,17,17,Ga,3.2996916034751713,3.3183342567169922,0.018642653241820906,0.027164069327088307,0.018583505571458037,away,-0.005842997480475391,0.013195129260511215,-0.02301379166170622
vacancy_O3,22,22,Ga,3.309044970515818,3.3334476407378824,0.024402670222064327,0.029861641002612037,0.024357909982776652,away,0.006380591294249859,0.013044983230335068,0.02609279729398326
vacancy_O3,1,1,Ga,3.53257513784147,3.5169383134022176,-0.015636824439252184,0.016535868828431038,-0.01564091843276165,toward,0.00015089527888953927,0.016496662218118702,0.0011279734869140722
vacancy_O3,31,31,Ga,3.5591489017953744,3.5815340656203505,0.02238516382497613,0.04906833212820174,0.022117318096829406,away,0.008040207883999246,0.034081187139887045,0.03437337571670245
vacancy_O3,3,3,Ga,3.6514087551713605,3.638478767005813,-0.012929988165547357,0.0255244965599551,-0.01299630713490437,toward,0.005932045994293496,0.00805689723384726,0.023481847498098837
vacancy_O3,79,80,O,3.9364877560895772,3.9980632398356293,0.06157548374605204,0.06575198505030488,0.0615079383385175,away,0.015897663917848012,-0.0027956034863591767,0.06373988093146807
vacancy_O3,41,41,O,3.961183956564541,3.979045860035572,0.017861903471030782,0.018418585230283557,0.017859354146572307,away,-0.0050740951430253605,0.0005976248426451884,-0.017695781556975643
vacancy_O3,61,61,O,4.0175140572468875,3.9990537021781285,-0.018460355068758982,0.030812259319385176,-0.018536099746492486,toward,0.0014477499199566884,0.030262116923414083,0.005612808908908175
vacancy_O3,25,25,Ga,4.296626932033142,4.296194273465578,-0.000432658567564026,0.012403506136272061,-0.00045054000961869986,toward,-0.002197152490147287,-0.004948913517840771,-0.011159199810045125
vacancy_O3,8,8,Ga,4.417069666115816,4.384760392940124,-0.03230927317569243,0.033638924472362705,-0.03231919922544275,toward,-0.01689499616462125,-0.010271787475316853,-0.02721445803826855
vacancy_O3,4,4,Ga,4.417070543759012,4.384784221672487,-0.0322863220865246,0.03363117423711778,-0.03229635693720304,toward,0.0023172364894247805,-0.010178768419867998,-0.03196996980095775
vacancy_O3,63,63,O,4.421557006262276,4.426829006956073,0.005272000693796741,0.012573014806937056,0.005257267568129309,away,0.0015639832390054469,0.009967554378238153,0.007502167518819739
vacancy_O3,18,18,Ga,4.498607906401518,4.5049861320356035,0.0063782256340854104,0.017257723747261648,0.006349644873988547,away,0.002550352303299897,0.013377554483552883,0.010600272076952822
vacancy_O3,5,5,Ga,4.665484326153437,4.657734034420393,-0.007750291733043646,0.020977614391257195,-0.007791015616893954,toward,0.004763264472123648,0.0021167056430932956,0.020319723776109324
vacancy_O3,7,7,Ga,4.756095459718543,4.74758831433932,-0.008507145379223147,0.011534142243866669,-0.008513522975649678,toward,0.0026728209732772112,-0.00576506438670392,0.009625824534226522
vacancy_O3,76,77,O,4.7818801090688945,4.75194435179605,-0.029935757272844477,0.05096240139150372,-0.030113617942005864,toward,0.0053862874931646845,0.01979641112618026,0.04665036301201701
vacancy_O3,72,73,O,4.781882156876176,4.751972663476659,-0.029909493399516762,0.050804892133793716,-0.030085842294574117,toward,0.016517580916360873,0.019982898472123676,0.04369199416427091
vacancy_O3,37,37,O,4.828167776108235,4.8163298494576425,-0.011837926650592578,0.014499495629179458,-0.01184518601577562,toward,-0.0007712057311936492,0.006987779742325096,-0.012681149375885424
vacancy_O3,33,33,O,4.8281687757807,4.8161653993161275,-0.01200337646457239,0.014272380145154355,-0.012009550626166139,toward,-0.004072928005013223,0.006580923839597305,-0.011991811118058653
vacancy_O3,15,15,Ga,4.850966265860261,4.817612428668384,-0.03335383719187668,0.03423281775481266,-0.033359960441633675,toward,-0.007029621747614631,-0.029034086303449745,0.016718016091735066
vacancy_O3,11,11,Ga,4.8509671221601804,4.817691376235192,-0.033275745924988165,0.034149419520350076,-0.03328181766132802,toward,0.01372677694873373,-0.029058391981238395,0.01154851954326957
vacancy_O3,34,34,O,4.861646424066395,4.85344065049185,-0.008205773574545105,0.008612028262784432,-0.00820647624913861,toward,0.002335420856186266,0.004325253165128273,0.0070714231439672655
vacancy_O3,54,54,O,4.96104371096425,4.958901174927207,-0.0021425360370432855,0.01849042760187093,-0.00217653144928567,toward,-0.0018084318578582296,-0.016220698698253967,-0.008689903385882708
vacancy_O3,75,76,O,4.978315058650425,5.003712808410978,0.02539774976055309,0.03263144272626228,0.025355590379665227,away,0.007708686671664529,0.003917003524264708,0.031464969213179525
vacancy_O3,56,56,O,4.979298394327862,4.97153037709113,-0.007768017236731595,0.01049535832823543,-0.007773018991064526,toward,0.0007633630427563068,-0.010466486656270795,0.00014993457613239375
vacancy_O3,45,45,O,4.997863096411162,5.005796425833572,0.007933329422409763,0.010635567357972284,0.007928309519267538,away,-0.0030699750308908935,-0.003542700187047413,-0.009546717850673405
vacancy_O3,55,55,O,5.029093163012889,5.024580411460363,-0.004512751552526062,0.014954289648248785,-0.00453296054903263,toward,0.001426689690315569,-0.01275762420184795,-0.007670616672451537
vacancy_O3,51,51,O,5.029094008485333,5.0245192335522235,-0.004574774933109538,0.014873046414732274,-0.004594686963352669,toward,-0.004318038904943723,-0.012716211769494272,-0.006392183344018559
vacancy_O3,36,36,O,5.106755407745781,5.088977448306857,-0.017777959438923574,0.020090250422271423,-0.017786532624170355,toward,0.0034034702113069737,-0.015732882964992524,0.012021270571789458
vacancy_O3,48,48,O,5.128826615778699,5.15405756105589,0.025230945277190386,0.025955310520217077,0.02522733065464624,away,0.00456731357465719,0.025467005458121566,-0.0020614130851553327
vacancy_O3,44,44,O,5.128827432498528,5.154576509197934,0.02574907669940618,0.026398064075243977,0.025745777423256903,away,-0.006187361165367279,0.02565767261074439,0.0005081190115009124
vacancy_O3,29,29,Ga,5.26769982706725,5.275997294076148,0.008297467008897996,0.02628005166006934,0.008238447590850415,away,-0.003797557703937022,-0.01979035123076182,-0.016868955773973265
vacancy_O3,24,24,Ga,5.442619008702222,5.422519105091871,-0.020099903610351078,0.02061923911569644,-0.020101846323641218,toward,-0.0010911133156736043,-0.020441852323712865,-0.0024684341227062846
vacancy_O3,38,38,O,5.737879653285681,5.718480469244707,-0.019399184040974404,0.023657539013676922,-0.01941516126791297,toward,0.005183346144396181,0.015342265127930917,0.017246071311324614
vacancy_O3,66,67,O,5.817410119999999,5.823355818607421,0.005945698607422223,0.03930350565602682,0.005815966115315857,away,-0.009458791746577494,-0.003599546084499589,-0.03797815271355063
vacancy_O3,50,50,O,5.822338967603106,5.813599029753844,-0.008739937849262525,0.018106956570731608,-0.008761533582868896,toward,-0.0029467422190680007,-0.010371685931868404,-0.014546708132062245
vacancy_O3,52,52,O,5.837900960088491,5.816993042376004,-0.02090791771248668,0.024730203798457317,-0.020922858181502167,toward,-0.004213882088040979,-0.01536450678353738,-0.018914494678948048
vacancy_O3,10,10,Ga,5.90154619260449,5.920402115484172,0.018855922879681408,0.02171796436219921,0.01884608442848354,away,-0.004582002315587586,0.006865799507229897,-0.020088206190305463
vacancy_O3,40,40,O,5.94698318385201,5.935398004476421,-0.011585179375589227,0.021396860165448423,-0.0116123872248284,toward,0.002343112599506459,-0.020430543706830718,0.005910019638636356
vacancy_O3,6,6,Ga,5.971146281957682,5.9793005453450725,0.008154263387390337,0.017940890699354155,0.008132878586582635,away,-0.0034337676203293485,-0.01760911722373783,6.155986037856494e-05
vacancy_O3,2,2,Ga,5.971147005838158,5.979335044394374,0.008188038556216526,0.0179909058572868,0.0081665494923984,away,0.002929058851658688,-0.017681576816621396,-0.0015668915365120357
vacancy_O3,30,30,Ga,5.972155796829656,5.973740229698279,0.0015844328686229758,0.002533055053613354,0.0015841058560221474,away,-0.0014028766258200275,0.00047648629832460594,-0.0020545719468718737
vacancy_O3,26,26,Ga,5.972156574247006,5.973737796538471,0.0015812222914641794,0.002875817675317243,0.0015807392110803475,away,0.001386159648267084,0.0005847881930745528,-0.0024509001408510598
vacancy_O3,32,32,Ga,6.130522609721441,6.139541199776147,0.009018590054705733,0.011019365969748354,0.00901532023071426,away,0.0011181224593600657,0.0054930763812731835,-0.009486956330173624
vacancy_O3,28,28,Ga,6.130523374145601,6.139390336180254,0.008866962034653092,0.010420967708013696,0.008864517418553496,away,-0.00439108823464283,0.005504070909796415,-0.007682455044253653
vacancy_O3,20,20,Ga,6.237771631039678,6.2483845083594165,0.0106128773197387,0.012747320594265093,0.01060888061865074,away,0.001498159432672173,0.00949930999513393,0.00836736578999741
vacancy_O3,64,64,O,6.298439303913437,6.30811611474908,0.009676810835642868,0.015812236911409,0.00966439615951156,away,0.0038586966297461736,0.015321193903556712,0.0006311210911761809
vacancy_O3,60,60,O,6.298439977184217,6.3080747979705745,0.009634820786357245,0.015488269245730275,0.009623146727927476,away,-0.0032232077697846354,0.014937005698848415,0.002526514724596748
vacancy_O3,65,66,O,6.3264857434702835,6.2880556786067405,-0.038430064863542945,0.03995876282352611,-0.038439535590721254,toward,-0.008819886240524443,0.00642763071906702,-0.038439535590721254
vacancy_O3,69,70,O,6.326485880800627,6.287915185940307,-0.03857069486032039,0.04027988183093558,-0.03858134614294603,toward,-0.009487757314670804,0.006355261950925205,-0.038627218214455555
vacancy_O3,70,71,O,6.56733800626936,6.566903113453809,-0.00043489281555064707,0.04285184146905288,-0.0005746824216127905,toward,-0.009959544034896455,-0.010838279247628273,-0.040244496553643566
vacancy_O3,14,14,Ga,6.641980468224835,6.652320536570966,0.01034006834613077,0.014967785651678072,0.010331251879829133,away,-0.0028244736471591723,0.00719351863517331,-0.012818355806284112
vacancy_O3,77,78,O,6.763652314581107,6.794147511895268,0.030495197314160727,0.0311885191339535,0.030492035807289673,away,0.006481456037713806,-0.014948962931974289,0.02659403994617263
vacancy_O3,23,23,Ga,6.823345443560065,6.820581331287149,-0.002764112272916286,0.021995814586489616,-0.0027990053870519866,toward,0.0029300596667176607,0.012026501562246057,0.01818224050676915
vacancy_O3,19,19,Ga,6.823347395021196,6.821025497995648,-0.002321897025548303,0.022239349082144148,-0.0023577443460421846,toward,0.005051444869544981,0.012417507194860433,0.017744775777478926
vacancy_O3,43,43,O,7.129824942372576,7.142847889416187,0.013022947043610955,0.025522489004095098,0.012989159377070887,away,0.0006665242024216717,0.024966853424787917,0.005254466720505247
vacancy_O3,62,62,O,7.2978334918839955,7.296822252708902,-0.0010112391750931593,0.009467365080843415,-0.0010173100450980757,toward,-0.0025115962054822884,0.008394664230820238,0.003585038148523314
vacancy_O3,58,58,O,7.29783415733052,7.297244857355001,-0.00058929997551882,0.009433842696724733,-0.0005953737031227858,toward,0.0032262183425275314,0.008505381877942733,0.0024994764138212672
vacancy_O3,73,74,O,7.418536165134357,7.44723152715428,0.0286953620199224,0.04315440456129711,0.028625342894286438,away,0.010154373616234223,0.002071786132814202,0.041891515032544555
vacancy_O3,67,68,O,7.541147096890099,9.501589797173335,1.9604427002832354,0.03368833353844791,-0.014257973507625098,toward,-0.007998050292134675,0.008394022075435395,-0.031630292466547034
vacancy_O3,71,72,O,7.541147271214163,9.5015651389944,1.9604178677802366,0.0338524585670948,-0.01425398979753788,toward,-0.00717729632858174,0.008377371658380687,-0.03200460923907613
vacancy_O3,47,47,O,7.753841766062033,7.766509331811136,0.012667565749103105,0.028502488491728727,0.012625526934801864,away,0.001064853446782312,0.027746130860149883,0.0064350726219245275
vacancy_O3,12,12,Ga,8.459392285730527,8.463408188711927,0.004015902981400643,0.004634736985227446,0.0040155865691815775,away,-0.0009564228608262653,0.00017406725747701285,-0.004531637984592164
vacancy_O3,16,16,Ga,8.991605871713814,8.995146728544778,0.0035408568309645005,0.004556356854542276,0.0035403995866820992,away,-0.000233988086828147,0.004214168743917421,-0.0017165136640721358
